@relation risco_credito

@attribute rangeIdade string
@attribute numeroDependentes numeric
@attribute estadoCivil string
@attribute escolaridade string
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia string
@attribute tipoEmprego string
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute seraInadimplente {0,1}

@data
'41 a 60',3,'Solteiro','Sem Escolaridade',52,61,'Locatario','CLT',38,11899.00,446282.00,137609.00,102987.00,3205.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',62,54,'Locatario','CLT',29,1728.00,0.00,32526.00,29286.00,-35965.00,0,0.00,0,0.00,1
'acima de 60',1,'Viuvo','Mestrado',99,59,'Proprietario','Autonomo',81,2256.00,0.00,62530.00,21851.00,0.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Pós-graduação',24,46,'Proprietario','PJ',29,1665.00,149710.00,181762.00,89710.00,-284037.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',71,62,'Locatario','CLT',52,1832.00,0.00,28580.00,25566.00,3339.00,0,21.80,0,1327.97,1
'acima de 60',1,'Solteiro','Sem Escolaridade',92,46,'Locatario','CLT',74,1518.00,0.00,68411.00,11021.00,0.00,0,5033.24,0,107999.08,1
'41 a 60',0,'Solteiro','Sem Escolaridade',44,43,'Locatario','CLT',28,1518.00,0.00,21150.00,20460.00,93.00,0,438.10,0,4110.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',3,56,'Locatario','CLT',13,2778.00,0.00,101802.00,33700.00,8191.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',28,54,'Locatario','CLT',10,1686.00,104061.00,445219.00,335680.00,0.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Sem Escolaridade',2,36,'Locatario','CLT',32,1518.00,0.00,48321.00,42329.00,3344.00,1,49341.85,87,643994.96,1
'acima de 60',1,'Solteiro','Superior Completo',40,44,'Locatario','Autonomo',57,9052.00,86124.00,1267427.00,650829.00,-204241.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Ensino Fundamental Completo',81,56,'Proprietario','PJ',24,4997.00,47296.00,764399.00,233239.00,-304163.00,1,550.97,86,15214.85,1
'acima de 60',1,'Solteiro','Sem Escolaridade',92,50,'Locatario','CLT',25,1620.00,0.00,16986.00,11499.00,2112.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',70,43,'Locatario','CLT',21,2823.00,0.00,60049.00,233.00,159.00,1,31156.57,12,1098302.50,1
'26 a 40',3,'Solteiro','Ensino Médio Incompleto',24,37,'Locatario','Autonomo',9,2385.00,0.00,57068.00,6831.00,-38505.00,0,0.00,0,0.00,0
'26 a 40',2,'Solteiro','Sem Escolaridade',21,54,'Locatario','CLT',10,1518.00,0.00,144903.00,54341.00,4065.00,0,76948.22,0,88168.79,1
'até 25',2,'Solteiro','Sem Escolaridade',4,43,'Locatario','CLT',2,2885.00,0.00,62718.00,9283.00,572.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',51,41,'Locatario','CLT',6,1518.00,0.00,82646.00,31450.00,0.00,1,12685.50,46,1005276.52,1
'acima de 60',0,'Solteiro','Sem Escolaridade',48,36,'Locatario','CLT',49,1782.00,0.00,77197.00,61853.00,30419.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',27,48,'Locatario','CLT',8,2602.00,0.00,68541.00,47959.00,-12628.00,0,3071.19,0,153496.67,1
'acima de 60',2,'Solteiro','Sem Escolaridade',10,41,'Locatario','CLT',60,2070.00,0.00,57008.00,42993.00,2661.00,1,1331.73,46,19428.52,1
'26 a 40',2,'Casado','Técnico',21,44,'Locatario','PJ',11,1518.00,0.00,47588.00,21488.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Casado','Mestrado',65,49,'Proprietario','Autonomo',54,1910.00,0.00,70129.00,61021.00,-38256.00,0,0.00,0,0.00,0
'acima de 60',0,'Casado','Ensino Médio Incompleto',94,42,'Proprietario','Autonomo',78,1607.00,0.00,108567.00,43082.00,3638.00,0,7668.10,0,23090.00,0
'26 a 40',0,'Viuvo','Sem Escolaridade',29,56,'Locatario','Autonomo',17,2752.00,0.00,50442.00,40116.00,0.00,0,0.00,0,0.00,1
'até 25',0,'Solteiro','Superior Incompleto',19,43,'Proprietario','CLT',2,1518.00,0.00,59235.00,37778.00,25445.00,0,1048.26,0,5960.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',64,41,'Locatario','CLT',35,1518.00,0.00,100409.00,65660.00,-4923.00,1,18622.18,3,112391.20,1
'41 a 60',2,'Casado','Ensino Médio Completo',51,54,'Proprietario','Autonomo',37,2463.00,0.00,44464.00,15911.00,0.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',79,41,'Locatario','CLT',67,3725.00,232240.00,490153.00,22517.00,2954.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',99,56,'Locatario','CLT',80,2078.00,0.00,18519.00,7717.00,0.00,0,1627.05,0,57985.71,1
'até 25',2,'Solteiro','Mestrado',16,41,'Proprietario','CLT',5,1518.00,0.00,73420.00,61082.00,-9345.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Sem Escolaridade',53,44,'Proprietario','CLT',37,1518.00,0.00,118480.00,87511.00,0.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Superior Incompleto',5,46,'Proprietario','CLT',8,1713.00,0.00,49465.00,33471.00,0.00,1,251.82,61,13619.61,1
'acima de 60',0,'Viuvo','Mestrado',32,43,'Proprietario','CLT',20,2182.00,0.00,18143.00,1096.00,212.00,1,1388.39,62,51592.33,1
'41 a 60',0,'Viuvo','Sem Escolaridade',43,54,'Locatario','Autonomo',6,9911.00,560695.00,288067.00,224251.00,0.00,1,2969.76,29,131710.00,1
'acima de 60',3,'Viuvo','Superior Completo',84,41,'Locatario','PJ',34,2107.00,0.00,73459.00,8230.00,454.00,1,56.30,72,1311.44,1
'até 25',3,'Solteiro','Ensino Fundamental Completo',23,56,'Proprietario','Autonomo',2,1710.00,0.00,30087.00,14594.00,0.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',87,50,'Locatario','CLT',35,2789.00,0.00,57393.00,52744.00,-42192.00,1,1821.24,90,115080.02,1
'acima de 60',3,'Solteiro','Sem Escolaridade',7,62,'Locatario','CLT',43,1518.00,0.00,138553.00,55918.00,0.00,1,1121.56,20,25897.39,1
'acima de 60',0,'Solteiro','Sem Escolaridade',76,47,'Locatario','CLT',26,2042.00,0.00,51830.00,49316.00,-7116.00,1,5692.28,1,88334.98,1
'26 a 40',3,'Solteiro','Sem Escolaridade',31,54,'Locatario','CLT',15,1518.00,0.00,50519.00,2293.00,454.00,1,1170.18,33,62014.29,1
'acima de 60',0,'Solteiro','Sem Escolaridade',71,41,'Locatario','CLT',3,1528.00,0.00,6994.00,496.00,-48227.00,0,0.00,0,0.00,1
'41 a 60',1,'Casado','Superior Incompleto',36,41,'Proprietario','Autonomo',33,1891.00,0.00,105696.00,24381.00,17505.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',19,62,'Locatario','CLT',1,1518.00,0.00,109194.00,42112.00,-13774.00,0,0.00,0,0.00,1
'41 a 60',0,'Solteiro','Sem Escolaridade',44,56,'Locatario','CLT',7,2249.00,0.00,126097.00,85348.00,1181.00,0,72.98,0,2530.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',23,61,'Locatario','CLT',9,1518.00,0.00,55603.00,54483.00,0.00,0,126.95,0,5644.89,1
'41 a 60',3,'Solteiro','Sem Escolaridade',50,51,'Locatario','CLT',1,2850.00,0.00,89833.00,71836.00,15036.00,1,142.78,65,10511.25,1
'acima de 60',3,'Solteiro','Sem Escolaridade',36,49,'Locatario','CLT',17,1816.00,0.00,28076.00,2928.00,0.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',10,43,'Locatario','CLT',8,2001.00,0.00,34796.00,7142.00,1245.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Mestrado',71,36,'Proprietario','PJ',35,1630.00,0.00,56439.00,47184.00,14061.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',99,41,'Locatario','CLT',51,2870.00,0.00,60372.00,14236.00,353.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',70,42,'Locatario','CLT',35,1846.00,0.00,75980.00,61283.00,6990.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Sem Escolaridade',28,46,'Locatario','CLT',8,2883.00,0.00,26531.00,24023.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Ensino Fundamental Completo',23,56,'Proprietario','Autonomo',5,3069.00,0.00,54760.00,32911.00,-12884.00,0,813.71,0,9910.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',32,48,'Locatario','CLT',15,1518.00,0.00,110473.00,74975.00,13642.00,1,262.84,71,2177.30,0
'até 25',4,'Solteiro','Doutorado',5,51,'Proprietario','PJ',2,11371.00,546189.00,455936.00,132991.00,0.00,1,902.27,19,16200.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',65,41,'Locatario','CLT',35,13047.00,162360.00,1065953.00,598572.00,188303.00,1,9470.71,3,126910.25,1
'até 25',4,'Solteiro','Sem Escolaridade',25,47,'Locatario','CLT',4,3128.00,324219.00,543704.00,256865.00,-262870.00,0,0.00,0,0.00,0
'26 a 40',2,'Solteiro','Ensino Médio Incompleto',8,49,'Proprietario','CLT',10,1518.00,0.00,80139.00,67500.00,10875.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',45,49,'Locatario','CLT',42,3160.00,265817.00,670843.00,135813.00,-264247.00,1,36696.99,21,871052.00,1
'acima de 60',0,'Solteiro','Ensino Fundamental Incompleto',27,46,'Locatario','Autonomo',31,2770.00,0.00,88474.00,72943.00,0.00,1,2476.13,44,91002.45,1
'acima de 60',2,'Solteiro','Doutorado',78,56,'Locatario','Autonomo',55,2183.00,0.00,79197.00,55887.00,20388.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',17,41,'Locatario','CLT',21,2343.00,0.00,50684.00,18454.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Doutorado',57,46,'Locatario','Autonomo',18,2866.00,0.00,99177.00,24443.00,0.00,0,3921.55,0,41264.55,1
'acima de 60',3,'Solteiro','Sem Escolaridade',90,44,'Locatario','CLT',26,5402.00,488161.00,1166736.00,601160.00,-90320.00,0,0.00,0,0.00,0
'acima de 60',4,'Casado','Ensino Médio Incompleto',62,49,'Locatario','CLT',3,1828.00,0.00,111879.00,37463.00,0.00,1,2968.18,17,145388.30,1
'26 a 40',1,'Solteiro','Sem Escolaridade',26,56,'Locatario','CLT',8,1518.00,0.00,80280.00,14982.00,-35157.00,1,13648.33,17,404227.25,1
'41 a 60',2,'Casado','Pós-graduação',40,50,'Locatario','CLT',30,2768.00,0.00,11689.00,4744.00,-4425.00,0,4938.38,0,40224.65,1
'acima de 60',0,'Solteiro','Sem Escolaridade',69,43,'Locatario','CLT',52,2428.00,0.00,86080.00,58450.00,14327.00,1,2263.70,2,98684.77,1
'até 25',2,'Viuvo','Ensino Médio Completo',18,43,'Locatario','CLT',0,11859.00,170502.00,574935.00,75143.00,18150.00,1,32551.94,43,903109.71,1
'acima de 60',0,'Solteiro','Sem Escolaridade',84,36,'Locatario','CLT',71,2205.00,0.00,23547.00,20409.00,9096.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',79,54,'Locatario','CLT',64,4625.00,320588.00,480413.00,392293.00,89040.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',34,36,'Locatario','CLT',54,3020.00,0.00,73815.00,58570.00,7561.00,0,0.00,0,0.00,0
'26 a 40',3,'Viuvo','Mestrado',32,44,'Locatario','Autonomo',3,1518.00,0.00,91596.00,35378.00,849.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',82,42,'Locatario','CLT',21,10863.00,283014.00,674823.00,671717.00,464300.00,1,140345.87,74,853249.78,1
'acima de 60',4,'Casado','Ensino Fundamental Completo',20,41,'Proprietario','CLT',16,1518.00,0.00,84912.00,57464.00,-16108.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',39,48,'Locatario','CLT',7,3112.00,0.00,153377.00,69699.00,0.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',25,41,'Locatario','CLT',21,1518.00,0.00,89561.00,64592.00,0.00,0,125.58,0,6189.36,0
'até 25',1,'Viuvo','Superior Completo',11,51,'Locatario','PJ',1,2330.00,0.00,63635.00,58668.00,0.00,0,0.00,0,0.00,1
'acima de 60',4,'Casado','Mestrado',47,51,'Locatario','Autonomo',7,1518.00,0.00,88610.00,86702.00,0.00,1,128.61,35,6424.13,1
'acima de 60',4,'Solteiro','Ensino Médio Incompleto',87,49,'Locatario','Autonomo',36,3258.00,0.00,131727.00,56628.00,1798.00,0,0.00,0,0.00,0
'acima de 60',4,'Casado','Ensino Fundamental Incompleto',48,37,'Locatario','CLT',9,2376.00,0.00,85045.00,39754.00,1092.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',37,47,'Locatario','CLT',8,2987.00,0.00,36439.00,30349.00,2418.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',43,41,'Locatario','CLT',26,2727.00,107266.00,722460.00,289743.00,-119287.00,0,1207.87,0,73356.10,1
'26 a 40',2,'Solteiro','Sem Escolaridade',36,44,'Locatario','CLT',21,1518.00,0.00,71580.00,65937.00,-15588.00,1,663.70,2,25405.81,1
'acima de 60',1,'Solteiro','Sem Escolaridade',2,36,'Locatario','CLT',31,2371.00,0.00,103688.00,42441.00,-69619.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',53,44,'Locatario','CLT',6,1518.00,0.00,65506.00,43134.00,0.00,0,0.00,0,0.00,1
'acima de 60',0,'Casado','Superior Incompleto',75,47,'Locatario','CLT',60,1848.00,0.00,31039.00,16248.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Técnico',17,62,'Locatario','CLT',32,1518.00,0.00,62205.00,59616.00,9385.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',40,41,'Locatario','CLT',8,9539.00,426434.00,402980.00,326584.00,-287643.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Mestrado',99,36,'Proprietario','Autonomo',61,1735.00,0.00,56412.00,5213.00,-7808.00,0,705.65,0,57611.27,1
'até 25',4,'Solteiro','Superior Completo',22,59,'Locatario','Autonomo',4,2990.00,0.00,53825.00,28904.00,5003.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Ensino Fundamental Incompleto',95,36,'Locatario','CLT',77,1518.00,0.00,78218.00,11133.00,0.00,1,8122.81,28,240302.21,1
'41 a 60',3,'Solteiro','Sem Escolaridade',0,48,'Locatario','CLT',32,1806.00,0.00,113543.00,45647.00,0.00,1,8178.87,59,43482.38,1
'acima de 60',4,'Solteiro','Ensino Fundamental Incompleto',72,43,'Locatario','CLT',52,17951.00,227192.00,482095.00,321479.00,-211414.00,0,4587.17,0,93292.98,0
'acima de 60',2,'Solteiro','Sem Escolaridade',70,41,'Locatario','CLT',33,2355.00,0.00,57399.00,20256.00,6785.00,0,6773.57,0,66310.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',66,54,'Locatario','CLT',30,1518.00,0.00,72249.00,41279.00,6521.00,0,0.00,0,0.00,0
'até 25',1,'Solteiro','Sem Escolaridade',16,47,'Locatario','CLT',1,1518.00,0.00,59980.00,37884.00,0.00,1,358.62,20,14088.43,1
'acima de 60',2,'Casado','Ensino Médio Incompleto',78,49,'Locatario','Autonomo',31,1540.00,0.00,62926.00,46668.00,-63963.00,0,880.82,0,48739.53,1
'41 a 60',3,'Solteiro','Superior Completo',56,48,'Locatario','CLT',38,1667.00,0.00,89203.00,32808.00,-33795.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',5,44,'Locatario','CLT',43,10851.00,541972.00,405631.00,309131.00,59904.00,1,1396.19,44,29070.09,0
'acima de 60',0,'Solteiro','Sem Escolaridade',71,36,'Locatario','CLT',50,1518.00,0.00,82057.00,10577.00,-44258.00,0,0.00,0,0.00,0
'26 a 40',2,'Solteiro','Sem Escolaridade',35,48,'Locatario','CLT',20,2230.00,0.00,30826.00,3988.00,1104.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Ensino Fundamental Incompleto',45,49,'Locatario','PJ',44,9885.00,631965.00,607075.00,172196.00,2595.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Sem Escolaridade',37,41,'Locatario','CLT',15,1518.00,0.00,36341.00,20434.00,2085.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',24,41,'Locatario','CLT',6,4939.00,177550.00,307260.00,220682.00,-21502.00,0,460.59,0,2815.29,0
'acima de 60',3,'Solteiro','Sem Escolaridade',35,61,'Locatario','PJ',41,1827.00,0.00,55392.00,45933.00,0.00,1,6073.34,45,96125.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',64,44,'Locatario','CLT',46,1518.00,0.00,25875.00,24619.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',94,41,'Locatario','CLT',80,2533.00,0.00,5504.00,3028.00,0.00,0,0.00,0,0.00,1
'41 a 60',1,'Solteiro','Sem Escolaridade',35,41,'Locatario','CLT',23,14953.00,70585.00,851755.00,461538.00,-262891.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',12,46,'Locatario','CLT',32,3209.00,0.00,60007.00,29104.00,2065.00,0,0.00,0,0.00,0
'26 a 40',2,'Casado','Ensino Médio Completo',27,51,'Locatario','CLT',4,11182.00,275772.00,109017.00,1373.00,0.00,0,1336.46,0,67685.71,0
'26 a 40',0,'Solteiro','Sem Escolaridade',33,61,'Locatario','PJ',20,1853.00,0.00,36388.00,36053.00,4269.00,0,21.02,0,713.33,0
'26 a 40',4,'Viuvo','Mestrado',26,44,'Locatario','PJ',21,1705.00,672122.00,370277.00,279639.00,-32403.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Mestrado',47,41,'Locatario','Autonomo',29,1518.00,0.00,99827.00,80489.00,-7473.00,1,18925.34,4,439144.59,1
'26 a 40',4,'Casado','Superior Incompleto',0,49,'Locatario','Autonomo',7,1518.00,0.00,79226.00,77408.00,0.00,1,6.22,30,285.71,1
'41 a 60',1,'Solteiro','Sem Escolaridade',12,50,'Locatario','CLT',37,2149.00,0.00,67651.00,32437.00,-64602.00,0,0.00,0,0.00,0
'26 a 40',2,'Viuvo','Ensino Médio Completo',35,43,'Proprietario','CLT',7,3309.00,0.00,56117.00,9613.00,8.00,1,4300.86,33,313178.74,1
'acima de 60',3,'Solteiro','Sem Escolaridade',75,36,'Locatario','CLT',48,2432.00,0.00,44503.00,14078.00,1649.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',90,41,'Locatario','CLT',23,3453.00,178074.00,640942.00,400217.00,155261.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',27,47,'Locatario','CLT',43,12159.00,451008.00,260208.00,171155.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',92,49,'Locatario','CLT',54,2772.00,0.00,81393.00,64125.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',66,49,'Locatario','CLT',0,2071.00,0.00,78773.00,2108.00,0.00,1,2254.70,23,104203.14,1
'acima de 60',1,'Solteiro','Sem Escolaridade',48,37,'Proprietario','CLT',68,3051.00,0.00,79929.00,4977.00,1712.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Superior Incompleto',33,41,'Locatario','Autonomo',16,2107.00,0.00,104497.00,47047.00,-29161.00,1,3609.91,7,88202.85,1
'acima de 60',4,'Solteiro','Sem Escolaridade',71,42,'Locatario','CLT',53,2087.00,0.00,70177.00,61925.00,10987.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',44,42,'Locatario','CLT',51,1518.00,0.00,96981.00,53951.00,5784.00,1,375.89,9,7616.15,1
'26 a 40',4,'Casado','Superior Incompleto',21,50,'Locatario','PJ',13,1955.00,0.00,27690.00,16715.00,0.00,0,2069.05,0,32548.49,1
'acima de 60',3,'Viuvo','Ensino Fundamental Completo',54,54,'Locatario','PJ',17,1518.00,0.00,52909.00,9018.00,-53816.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',71,46,'Locatario','CLT',51,1761.00,515565.00,482119.00,98263.00,20895.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',97,50,'Locatario','CLT',54,1518.00,0.00,75422.00,44760.00,1178.00,0,5424.22,0,97141.33,1
'acima de 60',1,'Solteiro','Sem Escolaridade',58,61,'Locatario','CLT',35,2193.00,162608.00,918450.00,480359.00,6207.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Pós-graduação',79,62,'Proprietario','Autonomo',41,11519.00,38851.00,420362.00,410471.00,0.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Sem Escolaridade',30,49,'Locatario','CLT',40,2882.00,0.00,29451.00,17386.00,0.00,0,65.89,0,3500.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',46,37,'Locatario','CLT',26,3369.00,0.00,22475.00,1979.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',48,43,'Locatario','CLT',48,1518.00,0.00,102910.00,52080.00,0.00,0,1235.54,0,4806.96,1
'acima de 60',4,'Solteiro','Sem Escolaridade',43,50,'Locatario','CLT',27,3064.00,0.00,37421.00,23325.00,0.00,0,177.90,0,13000.00,1
'acima de 60',3,'Solteiro','Pós-graduação',10,61,'Proprietario','Autonomo',43,1696.00,0.00,136972.00,67894.00,33508.00,1,110.32,0,6747.74,0
'acima de 60',1,'Solteiro','Sem Escolaridade',51,44,'Locatario','CLT',43,1518.00,0.00,50134.00,7957.00,2072.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Doutorado',46,41,'Proprietario','CLT',58,1942.00,12893.00,370734.00,90651.00,1773.00,1,13623.53,44,493648.22,0
'acima de 60',3,'Solteiro','Sem Escolaridade',92,50,'Locatario','CLT',69,2241.00,0.00,28516.00,26146.00,-15204.00,0,0.00,0,0.00,1
'26 a 40',2,'Solteiro','Sem Escolaridade',7,43,'Locatario','CLT',18,5546.00,164399.00,227761.00,2183.00,0.00,0,52066.31,0,85571.43,0
'41 a 60',2,'Solteiro','Sem Escolaridade',14,37,'Locatario','CLT',30,7585.00,392516.00,412675.00,337967.00,-288214.00,0,2429.25,0,109677.37,0
'até 25',1,'Solteiro','Sem Escolaridade',13,56,'Locatario','CLT',0,1518.00,0.00,45204.00,11163.00,0.00,0,0.00,0,0.00,1
'até 25',0,'Solteiro','Sem Escolaridade',1,36,'Locatario','CLT',1,1518.00,0.00,26219.00,25650.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Técnico',58,41,'Proprietario','PJ',70,1518.00,0.00,87147.00,46305.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Casado','Ensino Médio Incompleto',77,51,'Locatario','Autonomo',26,1518.00,0.00,83287.00,45888.00,470.00,0,0.00,0,0.00,1
'acima de 60',4,'Casado','Sem Escolaridade',35,43,'Proprietario','CLT',21,17002.00,57632.00,736106.00,384233.00,0.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Superior Incompleto',46,49,'Locatario','CLT',42,2206.00,0.00,63252.00,23587.00,0.00,1,6220.56,61,23928.92,1
'acima de 60',1,'Casado','Doutorado',35,44,'Locatario','Autonomo',63,3057.00,0.00,64830.00,5210.00,491.00,1,3133.33,24,48733.33,1
'41 a 60',0,'Solteiro','Técnico',7,47,'Locatario','Autonomo',25,1881.00,0.00,11107.00,44.00,-18081.00,0,0.00,0,0.00,1
'26 a 40',1,'Casado','Superior Incompleto',29,43,'Proprietario','PJ',11,14280.00,120239.00,60673.00,3421.00,-209371.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Superior Incompleto',7,43,'Proprietario','PJ',17,11341.00,180182.00,409338.00,372012.00,0.00,1,31009.20,72,701410.80,1
'acima de 60',0,'Solteiro','Sem Escolaridade',69,56,'Locatario','CLT',18,4701.00,262257.00,261095.00,111162.00,-534492.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',42,51,'Locatario','CLT',17,1608.00,0.00,58599.00,12157.00,3798.00,0,0.00,0,0.00,0
'41 a 60',4,'Viuvo','Mestrado',25,54,'Locatario','PJ',37,1613.00,0.00,20797.00,8660.00,0.00,0,43207.69,0,563796.47,1
'acima de 60',0,'Solteiro','Sem Escolaridade',9,49,'Locatario','CLT',18,1518.00,0.00,74270.00,14879.00,-28375.00,1,209.91,19,14054.34,1
'acima de 60',3,'Solteiro','Sem Escolaridade',78,49,'Locatario','CLT',15,1518.00,0.00,74451.00,3955.00,-14543.00,0,0.00,0,0.00,1
'41 a 60',4,'Solteiro','Sem Escolaridade',52,41,'Locatario','CLT',4,1518.00,0.00,23435.00,7248.00,0.00,1,96.54,34,2411.76,1
'até 25',4,'Solteiro','Sem Escolaridade',18,59,'Locatario','CLT',0,1518.00,0.00,102528.00,54125.00,8035.00,0,0.00,0,0.00,1
'acima de 60',2,'Casado','Doutorado',88,43,'Proprietario','Autonomo',31,2539.00,0.00,88125.00,9546.00,0.00,1,431.40,1,11252.38,1
'41 a 60',4,'Solteiro','Mestrado',42,41,'Locatario','PJ',22,1960.00,0.00,109077.00,55152.00,595.00,0,0.00,0,0.00,0
'até 25',0,'Solteiro','Sem Escolaridade',23,51,'Locatario','CLT',6,1941.00,0.00,23597.00,10466.00,-2029.00,0,198.06,0,9258.73,1
'acima de 60',2,'Solteiro','Sem Escolaridade',69,41,'Locatario','CLT',44,15961.00,54620.00,877899.00,665274.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Casado','Técnico',95,44,'Proprietario','PJ',77,2001.00,0.00,34879.00,24259.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',87,44,'Locatario','CLT',19,2148.00,0.00,74170.00,46792.00,0.00,1,904.34,18,64791.30,1
'acima de 60',2,'Viuvo','Mestrado',73,62,'Locatario','Autonomo',45,1969.00,0.00,16995.00,2566.00,0.00,0,0.00,0,0.00,1
'41 a 60',1,'Solteiro','Sem Escolaridade',6,43,'Locatario','CLT',30,1518.00,0.00,60002.00,42986.00,-4717.00,1,1323.68,59,42071.06,1
'acima de 60',3,'Solteiro','Sem Escolaridade',91,51,'Locatario','CLT',73,1518.00,0.00,119126.00,54467.00,20106.00,0,2188.59,0,39635.62,1
