@relation risco_credito

@attribute rangeIdade string
@attribute numeroDependentes numeric
@attribute estadoCivil string
@attribute escolaridade string
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia string
@attribute tipoEmprego string
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute seraInadimplente {0,1}

@data
'41 a 60',0,'Solteiro','Sem Escolaridade',36,50,'Locatario','CLT',33,1518.00,0.00,73235.00,61625.00,-32642.00,1,310.22,46,7920.99,1
'41 a 60',2,'Casado','Superior Incompleto',46,41,'Locatario','CLT',0,8241.00,221049.00,350571.00,106555.00,0.00,1,23729.23,57,447846.15,1
'26 a 40',2,'Solteiro','Sem Escolaridade',28,41,'Locatario','CLT',13,2390.00,111441.00,451783.00,112590.00,39601.00,0,0.00,0,0.00,0
'41 a 60',3,'Casado','Técnico',22,61,'Proprietario','Autonomo',29,9003.00,69966.00,873342.00,273896.00,-432307.00,0,129.96,0,3758.02,0
'acima de 60',4,'Casado','Mestrado',10,54,'Proprietario','CLT',3,2790.00,0.00,12061.00,2804.00,-13804.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Técnico',58,44,'Proprietario','CLT',76,2685.00,465139.00,64521.00,15152.00,0.00,0,0.00,0,0.00,0
'até 25',4,'Solteiro','Sem Escolaridade',17,48,'Locatario','CLT',6,3194.00,0.00,43956.00,5614.00,-64020.00,0,1387.98,0,83129.56,1
'acima de 60',2,'Solteiro','Sem Escolaridade',74,54,'Locatario','CLT',39,1572.00,0.00,83230.00,65515.00,0.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Doutorado',92,44,'Locatario','PJ',51,12783.00,152598.00,303781.00,18667.00,866.00,0,1266.86,0,122050.00,0
'acima de 60',4,'Viuvo','Ensino Médio Completo',40,62,'Locatario','PJ',48,1934.00,0.00,29853.00,29290.00,0.00,0,0.00,0,0.00,1
'41 a 60',1,'Viuvo','Mestrado',3,51,'Proprietario','CLT',27,3412.00,0.00,33522.00,12217.00,6076.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',86,43,'Locatario','CLT',49,1518.00,43513.00,837930.00,412786.00,0.00,0,155014.39,0,930057.58,1
'até 25',1,'Solteiro','Sem Escolaridade',22,54,'Locatario','CLT',4,5477.00,169217.00,815220.00,371746.00,210029.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',28,41,'Locatario','CLT',3,2949.00,0.00,98441.00,50997.00,-5090.00,0,144.73,0,7500.00,0
'41 a 60',4,'Viuvo','Técnico',2,44,'Locatario','PJ',0,1518.00,0.00,60652.00,18423.00,0.00,1,23256.20,35,702087.06,1
'41 a 60',1,'Solteiro','Sem Escolaridade',10,51,'Locatario','CLT',32,1752.00,0.00,74907.00,43540.00,0.00,1,1473.48,25,70621.71,1
'acima de 60',3,'Solteiro','Sem Escolaridade',21,62,'Locatario','CLT',38,2676.00,0.00,81255.00,69142.00,37003.00,1,2102.01,51,21836.66,1
'41 a 60',2,'Solteiro','Sem Escolaridade',38,41,'Locatario','CLT',35,6343.00,84577.00,350437.00,189168.00,0.00,1,4907.44,49,86431.86,1
'acima de 60',2,'Solteiro','Sem Escolaridade',64,62,'Locatario','CLT',39,1971.00,0.00,52800.00,13239.00,-51819.00,1,8878.01,36,40016.23,1
'26 a 40',4,'Solteiro','Doutorado',28,59,'Locatario','CLT',15,1518.00,0.00,139647.00,42368.00,13851.00,1,225.00,69,9675.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',42,43,'Locatario','CLT',26,2446.00,0.00,91880.00,59140.00,0.00,1,1368.46,14,92926.47,1
'26 a 40',3,'Solteiro','Sem Escolaridade',5,51,'Locatario','CLT',7,1518.00,0.00,65408.00,9260.00,-37304.00,1,1505.70,56,97668.97,1
'acima de 60',2,'Viuvo','Superior Incompleto',48,36,'Proprietario','CLT',33,1518.00,0.00,92281.00,67248.00,-16970.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',46,46,'Locatario','CLT',14,2626.00,0.00,59673.00,44426.00,12094.00,0,0.00,0,0.00,0
'26 a 40',0,'Viuvo','Ensino Médio Incompleto',36,56,'Proprietario','CLT',14,12866.00,370466.00,604836.00,459168.00,79422.00,1,11364.53,59,874140.18,0
'até 25',2,'Viuvo','Ensino Médio Incompleto',21,43,'Proprietario','CLT',0,1518.00,0.00,37590.00,22785.00,-52122.00,0,23062.91,0,536871.62,1
'até 25',2,'Viuvo','Mestrado',21,56,'Locatario','Autonomo',3,2526.00,0.00,86750.00,48419.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',83,59,'Locatario','CLT',63,3007.00,67851.00,413831.00,398377.00,0.00,1,5667.46,65,68001.58,1
'26 a 40',3,'Solteiro','Sem Escolaridade',12,54,'Locatario','CLT',2,2950.00,0.00,44189.00,27295.00,0.00,1,8078.27,1,302633.63,1
'acima de 60',1,'Casado','Ensino Médio Incompleto',69,44,'Locatario','PJ',54,2084.00,0.00,46736.00,17636.00,111.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',46,49,'Locatario','CLT',72,2470.00,0.00,113434.00,45193.00,5488.00,0,0.00,0,0.00,0
'26 a 40',0,'Casado','Ensino Médio Incompleto',37,37,'Locatario','CLT',15,1518.00,0.00,130658.00,85836.00,0.00,0,1237.02,0,61112.08,0
'até 25',0,'Casado','Ensino Fundamental Completo',14,54,'Locatario','CLT',1,1518.00,0.00,119271.00,62776.00,2863.00,0,3343.87,0,174549.61,1
'acima de 60',1,'Solteiro','Sem Escolaridade',21,49,'Locatario','CLT',13,1681.00,0.00,15375.00,9222.00,-10457.00,0,6006.78,0,69900.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',37,43,'Locatario','CLT',18,3011.00,0.00,10679.00,6797.00,0.00,0,1023.72,0,4544.89,1
'até 25',2,'Solteiro','Sem Escolaridade',19,54,'Locatario','CLT',1,1518.00,0.00,78793.00,23034.00,0.00,0,121.25,0,6490.94,1
'41 a 60',0,'Viuvo','Superior Incompleto',35,49,'Locatario','CLT',23,2222.00,0.00,84019.00,37396.00,733.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',47,54,'Locatario','CLT',7,2104.00,0.00,27840.00,6374.00,0.00,0,146.27,0,9420.00,1
'26 a 40',3,'Solteiro','Sem Escolaridade',34,48,'Locatario','CLT',17,1518.00,0.00,101287.00,56711.00,0.00,1,1394.44,15,76292.33,1
'41 a 60',1,'Viuvo','Ensino Médio Incompleto',34,41,'Proprietario','Autonomo',22,2568.00,148111.00,358049.00,354580.00,43429.00,1,672.81,45,24796.74,1
'acima de 60',1,'Solteiro','Sem Escolaridade',64,54,'Locatario','CLT',48,2587.00,0.00,75449.00,65870.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',55,43,'Locatario','CLT',60,2519.00,0.00,80116.00,70271.00,0.00,1,486.22,40,38320.00,1
'41 a 60',3,'Viuvo','Superior Incompleto',6,46,'Proprietario','Autonomo',34,1991.00,0.00,111708.00,80020.00,0.00,1,467.63,20,12058.04,1
'acima de 60',2,'Solteiro','Sem Escolaridade',56,44,'Locatario','CLT',71,7670.00,12809.00,186720.00,88089.00,0.00,0,458.13,0,9997.18,0
'acima de 60',0,'Solteiro','Ensino Fundamental Completo',0,50,'Locatario','PJ',49,1518.00,0.00,34455.00,21533.00,12940.00,0,403.52,0,9642.17,1
'acima de 60',4,'Solteiro','Ensino Médio Completo',62,54,'Proprietario','PJ',15,1606.00,0.00,48949.00,11637.00,-40378.00,0,0.00,0,0.00,1
'41 a 60',1,'Solteiro','Sem Escolaridade',11,61,'Locatario','CLT',4,16912.00,153965.00,105656.00,48445.00,-251058.00,0,12.22,0,154.71,0
'41 a 60',1,'Solteiro','Sem Escolaridade',29,44,'Locatario','CLT',37,1930.00,0.00,83614.00,55362.00,0.00,0,0.00,0,0.00,0
'41 a 60',0,'Casado','Ensino Médio Completo',52,51,'Proprietario','CLT',37,1518.00,0.00,115906.00,76376.00,54935.00,0,0.00,0,0.00,0
'26 a 40',3,'Solteiro','Sem Escolaridade',33,56,'Locatario','CLT',15,2959.00,0.00,66498.00,37673.00,-17684.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',24,49,'Locatario','CLT',68,11030.00,272143.00,731564.00,196145.00,754.00,1,32747.75,27,1238492.50,1
'41 a 60',4,'Solteiro','Sem Escolaridade',43,54,'Locatario','CLT',25,3320.00,161871.00,80726.00,53171.00,0.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',33,37,'Locatario','CLT',39,1518.00,0.00,142927.00,60757.00,-11966.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Técnico',36,41,'Locatario','PJ',22,14891.00,406762.00,391794.00,200321.00,58365.00,1,693.23,25,17821.89,0
'26 a 40',0,'Solteiro','Sem Escolaridade',34,50,'Locatario','CLT',16,9709.00,305523.00,796879.00,613766.00,62855.00,1,421.65,50,9192.19,0
'acima de 60',0,'Casado','Mestrado',83,46,'Locatario','PJ',63,3603.00,72359.00,497430.00,277374.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Viuvo','Pós-graduação',45,49,'Locatario','Autonomo',17,1518.00,0.00,60847.00,15809.00,-35718.00,1,24.74,56,849.08,1
'acima de 60',2,'Solteiro','Mestrado',41,48,'Locatario','PJ',40,1907.00,0.00,22203.00,22148.00,680.00,0,0.00,0,0.00,1
'acima de 60',2,'Casado','Mestrado',57,54,'Locatario','Autonomo',13,3176.00,0.00,16929.00,14875.00,0.00,1,1132.71,13,41875.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',74,50,'Locatario','CLT',7,2574.00,0.00,113747.00,79953.00,-1056.00,0,6634.58,0,20790.00,1
'41 a 60',0,'Solteiro','Sem Escolaridade',20,36,'Locatario','CLT',4,2150.00,0.00,25342.00,20161.00,-33010.00,0,273.59,0,10964.69,1
'41 a 60',2,'Solteiro','Sem Escolaridade',43,44,'Locatario','CLT',22,1937.00,0.00,146804.00,77167.00,21308.00,0,0.00,0,0.00,0
'41 a 60',4,'Casado','Superior Completo',33,59,'Proprietario','CLT',31,1518.00,0.00,96846.00,62101.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',58,56,'Locatario','CLT',70,2126.00,0.00,88032.00,76653.00,4125.00,0,1205.69,0,63600.00,1
'26 a 40',2,'Viuvo','Ensino Médio Incompleto',40,49,'Proprietario','CLT',22,10181.00,116540.00,304128.00,251615.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Casado','Ensino Fundamental Incompleto',60,44,'Proprietario','Autonomo',36,2787.00,0.00,81599.00,23.00,0.00,0,1999.73,0,104531.91,1
'26 a 40',1,'Solteiro','Sem Escolaridade',34,54,'Locatario','CLT',16,4598.00,426913.00,848581.00,470439.00,142923.00,0,3070.26,0,120721.22,0
'41 a 60',2,'Solteiro','Pós-graduação',48,43,'Proprietario','CLT',27,2486.00,0.00,51794.00,31307.00,3567.00,0,0.00,0,0.00,0
'acima de 60',1,'Casado','Pós-graduação',5,49,'Proprietario','Autonomo',2,13162.00,122719.00,315605.00,290015.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',86,36,'Locatario','CLT',71,11833.00,196010.00,451043.00,330394.00,389.00,1,1881.42,79,121760.00,1
'acima de 60',0,'Casado','Doutorado',86,51,'Locatario','Autonomo',24,1633.00,304813.00,189364.00,30155.00,-106378.00,0,4847.92,0,82700.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',61,50,'Locatario','CLT',11,6424.00,516465.00,381043.00,70828.00,-271397.00,1,845.85,57,67381.30,1
'acima de 60',1,'Solteiro','Sem Escolaridade',19,43,'Locatario','CLT',3,1574.00,0.00,49401.00,35537.00,0.00,1,2614.16,2,35341.26,1
'até 25',4,'Casado','Pós-graduação',21,41,'Proprietario','PJ',3,1518.00,0.00,62832.00,51697.00,16214.00,0,0.00,0,0.00,0
'26 a 40',2,'Solteiro','Superior Incompleto',35,49,'Proprietario','PJ',1,1518.00,0.00,53730.00,17912.00,1904.00,1,363.07,44,13119.38,0
'acima de 60',4,'Solteiro','Sem Escolaridade',66,62,'Locatario','CLT',18,2225.00,0.00,82702.00,18819.00,0.00,1,1442.71,52,91588.57,1
'41 a 60',2,'Solteiro','Técnico',59,59,'Locatario','Autonomo',6,1518.00,0.00,35734.00,18672.00,0.00,0,29.88,0,2153.45,1
'26 a 40',0,'Solteiro','Técnico',31,44,'Locatario','CLT',20,2032.00,0.00,57524.00,18845.00,0.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Ensino Fundamental Incompleto',45,56,'Proprietario','CLT',17,2016.00,0.00,77214.00,42904.00,0.00,1,17935.72,57,646519.28,1
'acima de 60',4,'Solteiro','Sem Escolaridade',45,37,'Locatario','CLT',72,1547.00,0.00,74352.00,25418.00,0.00,1,3442.70,15,87278.70,1
'acima de 60',1,'Solteiro','Sem Escolaridade',80,41,'Locatario','CLT',13,1518.00,0.00,89590.00,73672.00,3848.00,0,1474.12,0,60000.00,1
'acima de 60',4,'Casado','Doutorado',81,41,'Locatario','PJ',47,14878.00,421341.00,300667.00,291184.00,20904.00,0,24091.10,0,1095027.78,0
'até 25',4,'Solteiro','Superior Completo',13,50,'Locatario','CLT',0,3241.00,0.00,30179.00,6748.00,2896.00,0,94.52,0,4750.49,0
'41 a 60',4,'Solteiro','Sem Escolaridade',37,41,'Locatario','CLT',23,16446.00,62471.00,849707.00,273259.00,22669.00,0,2270.95,0,168485.71,0
'41 a 60',2,'Casado','Doutorado',28,43,'Locatario','Autonomo',29,2319.00,0.00,82856.00,62802.00,0.00,0,0.00,0,0.00,0
'até 25',3,'Viuvo','Ensino Fundamental Incompleto',24,49,'Proprietario','PJ',5,1518.00,0.00,98551.00,35387.00,12899.00,0,0.00,0,0.00,0
'41 a 60',2,'Casado','Ensino Médio Completo',3,41,'Locatario','Autonomo',41,1518.00,0.00,38394.00,32460.00,-33202.00,1,3398.05,7,44581.16,1
'26 a 40',3,'Casado','Pós-graduação',26,46,'Locatario','PJ',19,1518.00,0.00,89914.00,66539.00,31310.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Ensino Médio Completo',45,56,'Proprietario','CLT',23,2037.00,0.00,115889.00,70107.00,0.00,0,0.00,0,0.00,0
'até 25',1,'Solteiro','Pós-graduação',22,54,'Locatario','Autonomo',1,1743.00,0.00,127382.00,62331.00,41414.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Sem Escolaridade',33,44,'Locatario','CLT',10,1518.00,0.00,66640.00,28951.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Viuvo','Ensino Médio Completo',59,43,'Locatario','PJ',43,1885.00,0.00,22380.00,10123.00,56.00,0,0.00,0,0.00,1
'acima de 60',0,'Casado','Ensino Médio Completo',99,37,'Locatario','Autonomo',44,12730.00,8144.00,765389.00,283021.00,19042.00,1,364.25,23,28727.74,0
'41 a 60',0,'Solteiro','Sem Escolaridade',41,47,'Locatario','CLT',23,11400.00,33579.00,69567.00,18903.00,7433.00,0,0.00,0,0.00,0
'acima de 60',4,'Viuvo','Ensino Médio Completo',54,47,'Locatario','PJ',30,9059.00,533803.00,593760.00,491044.00,82560.00,0,312.56,0,16125.71,0
'acima de 60',1,'Solteiro','Doutorado',62,43,'Locatario','CLT',8,3361.00,393544.00,155042.00,150108.00,11899.00,1,2271.44,48,80497.85,0
'acima de 60',4,'Viuvo','Técnico',23,43,'Proprietario','PJ',31,2457.00,0.00,112545.00,55801.00,-18966.00,1,11474.42,48,322034.12,1
'acima de 60',2,'Solteiro','Sem Escolaridade',93,44,'Locatario','CLT',61,6165.00,165760.00,744380.00,419907.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',59,41,'Locatario','CLT',34,1518.00,0.00,22306.00,18808.00,0.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Superior Completo',68,62,'Proprietario','CLT',16,2610.00,0.00,68341.00,42575.00,202.00,1,1121.54,38,60793.55,1
'26 a 40',0,'Solteiro','Sem Escolaridade',28,62,'Locatario','CLT',16,1828.00,0.00,19201.00,164.00,-24784.00,0,0.00,0,0.00,1
'26 a 40',4,'Solteiro','Sem Escolaridade',30,43,'Locatario','CLT',13,2729.00,0.00,39140.00,16513.00,-36808.00,1,9505.26,52,386637.76,1
'até 25',0,'Solteiro','Sem Escolaridade',21,51,'Locatario','CLT',3,2265.00,0.00,51324.00,939.00,363.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',73,49,'Locatario','CLT',63,1518.00,0.00,17422.00,15680.00,-52420.00,0,0.00,0,0.00,1
'41 a 60',1,'Solteiro','Sem Escolaridade',18,49,'Locatario','CLT',39,1518.00,0.00,25572.00,2536.00,-68216.00,1,1573.04,88,5620.87,1
'41 a 60',4,'Solteiro','Sem Escolaridade',47,36,'Locatario','CLT',26,2146.00,309962.00,182169.00,110489.00,0.00,0,0.00,0,0.00,0
'26 a 40',3,'Solteiro','Sem Escolaridade',29,47,'Locatario','CLT',10,3470.00,62345.00,244520.00,106656.00,-416895.00,0,0.00,0,0.00,0
'26 a 40',2,'Viuvo','Superior Incompleto',9,43,'Proprietario','PJ',15,2764.00,0.00,80842.00,69498.00,-37258.00,1,272.79,34,19741.64,1
'41 a 60',2,'Solteiro','Sem Escolaridade',58,54,'Locatario','CLT',25,1606.00,0.00,51631.00,18672.00,0.00,0,2096.70,0,15467.40,1
'26 a 40',2,'Solteiro','Sem Escolaridade',27,41,'Locatario','CLT',11,2753.00,0.00,58299.00,40975.00,0.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Ensino Médio Completo',59,61,'Locatario','CLT',62,2263.00,0.00,124409.00,90904.00,40956.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',61,56,'Locatario','CLT',64,1518.00,0.00,29945.00,26534.00,0.00,0,0.00,0,0.00,1
'26 a 40',2,'Viuvo','Superior Incompleto',31,49,'Locatario','CLT',9,1820.00,0.00,70444.00,53442.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Viuvo','Doutorado',78,36,'Proprietario','Autonomo',77,2058.00,0.00,69581.00,4374.00,-1191.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Pós-graduação',83,41,'Proprietario','Autonomo',68,1518.00,0.00,102398.00,23669.00,101.00,1,199.01,0,7958.37,0
'até 25',3,'Solteiro','Sem Escolaridade',2,49,'Locatario','CLT',7,5721.00,87370.00,304533.00,94868.00,-147002.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',63,49,'Locatario','CLT',45,2983.00,0.00,107955.00,60126.00,5663.00,0,3197.49,0,134236.67,1
'41 a 60',3,'Viuvo','Sem Escolaridade',50,48,'Proprietario','PJ',19,1822.00,0.00,81517.00,77441.00,35014.00,0,0.00,0,0.00,0
'26 a 40',1,'Casado','Pós-graduação',34,49,'Locatario','CLT',11,1959.00,0.00,123249.00,62865.00,0.00,1,3875.38,26,267687.80,1
'acima de 60',0,'Viuvo','Ensino Fundamental Completo',17,42,'Proprietario','Autonomo',24,3383.00,345708.00,710109.00,319836.00,0.00,0,0.00,0,0.00,0
'26 a 40',3,'Viuvo','Ensino Médio Incompleto',20,43,'Proprietario','Autonomo',8,1892.00,0.00,132860.00,49296.00,-16418.00,1,1924.98,0,42164.12,1
'acima de 60',0,'Solteiro','Sem Escolaridade',70,51,'Locatario','CLT',2,1518.00,0.00,83646.00,76813.00,0.00,0,12754.44,0,293782.30,1
'acima de 60',3,'Solteiro','Sem Escolaridade',77,62,'Locatario','CLT',59,2770.00,0.00,35283.00,6571.00,-22571.00,0,0.00,0,0.00,1
'41 a 60',1,'Solteiro','Sem Escolaridade',3,48,'Locatario','CLT',29,1965.00,0.00,113342.00,87928.00,-33456.00,0,1923.19,0,27340.00,1
'até 25',1,'Solteiro','Sem Escolaridade',16,42,'Locatario','CLT',1,12004.00,222318.00,275781.00,237000.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',43,43,'Locatario','CLT',58,10624.00,510441.00,491355.00,107775.00,0.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',53,49,'Locatario','CLT',33,1597.00,0.00,25349.00,12765.00,-13259.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',14,37,'Locatario','CLT',12,1518.00,0.00,25411.00,7291.00,0.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',81,49,'Locatario','CLT',40,3050.00,0.00,44701.00,18085.00,-41661.00,1,10122.56,64,94095.00,1
'26 a 40',3,'Solteiro','Pós-graduação',33,44,'Locatario','PJ',19,1518.00,0.00,58244.00,42229.00,5627.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',18,56,'Locatario','CLT',0,1518.00,0.00,34489.00,7054.00,-14702.00,0,274.63,0,16052.73,1
'até 25',3,'Solteiro','Sem Escolaridade',16,62,'Locatario','CLT',3,1872.00,0.00,43607.00,38349.00,3013.00,1,2241.40,74,40961.03,1
'acima de 60',0,'Solteiro','Sem Escolaridade',69,44,'Locatario','CLT',52,2592.00,0.00,51377.00,33855.00,0.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',0,59,'Locatario','CLT',13,3206.00,0.00,36313.00,9663.00,1047.00,0,0.00,0,0.00,1
'41 a 60',0,'Solteiro','Sem Escolaridade',34,43,'Locatario','PJ',1,2277.00,0.00,109550.00,69429.00,3310.00,0,0.00,0,0.00,0
'acima de 60',0,'Casado','Ensino Fundamental Incompleto',83,43,'Proprietario','CLT',25,1518.00,0.00,62493.00,36312.00,-23071.00,1,2966.05,46,76307.26,1
'até 25',2,'Solteiro','Sem Escolaridade',18,47,'Locatario','CLT',0,1518.00,0.00,118895.00,74393.00,3728.00,1,26256.40,80,776028.09,1
'26 a 40',1,'Solteiro','Sem Escolaridade',1,48,'Locatario','CLT',19,1519.00,0.00,59106.00,54695.00,0.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',19,62,'Locatario','CLT',7,2303.00,0.00,93645.00,65219.00,0.00,0,0.00,0,0.00,1
'até 25',2,'Solteiro','Sem Escolaridade',21,43,'Locatario','CLT',0,2731.00,0.00,55110.00,23724.00,-5213.00,0,0.00,0,0.00,1
'acima de 60',0,'Solteiro','Sem Escolaridade',92,62,'Locatario','CLT',78,1518.00,314197.00,629088.00,520317.00,0.00,0,504.37,0,9463.09,1
'acima de 60',0,'Solteiro','Sem Escolaridade',79,41,'Locatario','CLT',61,2250.00,0.00,68586.00,25557.00,2423.00,0,2656.32,0,103277.86,1
'41 a 60',3,'Viuvo','Pós-graduação',56,37,'Proprietario','PJ',19,3188.00,0.00,87096.00,30482.00,-35378.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',56,48,'Locatario','CLT',27,3887.00,378115.00,358134.00,274687.00,0.00,0,419.90,0,14630.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',49,43,'Locatario','CLT',22,14567.00,374840.00,333376.00,4597.00,145.00,0,0.00,0,0.00,0
'41 a 60',2,'Viuvo','Ensino Médio Completo',5,36,'Locatario','PJ',3,1839.00,0.00,26812.00,13287.00,-48638.00,1,1665.66,4,18788.74,1
'41 a 60',0,'Viuvo','Doutorado',8,59,'Proprietario','CLT',31,1673.00,271870.00,120072.00,54956.00,0.00,1,8412.86,18,202288.57,1
'até 25',0,'Solteiro','Técnico',20,54,'Locatario','Autonomo',5,1714.00,0.00,125027.00,47959.00,0.00,0,0.00,0,0.00,0
'41 a 60',4,'Casado','Ensino Fundamental Incompleto',33,37,'Locatario','Autonomo',20,1815.00,0.00,44621.00,30068.00,13968.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Doutorado',10,54,'Proprietario','PJ',15,1518.00,0.00,80602.00,33429.00,-57707.00,1,4733.15,12,92207.69,1
'acima de 60',3,'Casado','Ensino Médio Completo',64,41,'Proprietario','PJ',46,2281.00,0.00,97532.00,56209.00,10518.00,1,719.62,71,10181.00,1
'41 a 60',3,'Solteiro','Superior Incompleto',29,43,'Proprietario','PJ',42,14477.00,70243.00,669327.00,417632.00,58039.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',42,46,'Locatario','CLT',7,1518.00,0.00,69751.00,54071.00,1713.00,0,207.36,0,7300.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',68,50,'Locatario','CLT',56,3017.00,0.00,91523.00,64785.00,0.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Sem Escolaridade',53,51,'Locatario','CLT',37,2837.00,0.00,39658.00,26806.00,-834.00,0,720.95,0,68100.00,1
'41 a 60',4,'Solteiro','Sem Escolaridade',39,43,'Locatario','CLT',24,3037.00,0.00,79981.00,57143.00,0.00,1,158379.64,21,952868.96,1
'26 a 40',4,'Solteiro','Sem Escolaridade',28,43,'Locatario','CLT',9,2278.00,0.00,122635.00,47579.00,-26390.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Sem Escolaridade',43,50,'Locatario','CLT',11,7002.00,286948.00,404998.00,364003.00,42887.00,0,0.00,0,0.00,0
'até 25',3,'Solteiro','Sem Escolaridade',20,54,'Locatario','CLT',2,2182.00,0.00,90928.00,50822.00,-30083.00,0,0.00,0,0.00,1
'até 25',2,'Solteiro','Sem Escolaridade',21,41,'Locatario','CLT',0,1518.00,0.00,60987.00,49001.00,12136.00,0,93.35,0,6626.29,0
'acima de 60',1,'Solteiro','Sem Escolaridade',75,41,'Locatario','CLT',54,1574.00,0.00,51952.00,21243.00,0.00,1,42179.14,3,462085.71,1
'acima de 60',1,'Solteiro','Sem Escolaridade',41,43,'Locatario','CLT',40,1518.00,0.00,41871.00,22304.00,-50618.00,0,0.00,0,0.00,1
'26 a 40',4,'Solteiro','Sem Escolaridade',19,49,'Locatario','CLT',22,1518.00,0.00,124020.00,60098.00,0.00,0,0.00,0,0.00,0
'41 a 60',0,'Viuvo','Pós-graduação',37,49,'Locatario','CLT',7,3364.00,0.00,106145.00,67996.00,9576.00,1,2538.15,12,30094.42,0
'acima de 60',1,'Solteiro','Ensino Fundamental Completo',30,47,'Proprietario','Autonomo',67,10004.00,357438.00,322542.00,120362.00,46484.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',23,37,'Locatario','CLT',20,1518.00,0.00,57150.00,47846.00,-10656.00,1,9748.22,12,147343.71,1
'26 a 40',4,'Solteiro','Doutorado',24,56,'Locatario','PJ',8,1518.00,0.00,38234.00,10163.00,-1170.00,0,2315.02,0,136000.00,1
'26 a 40',4,'Solteiro','Sem Escolaridade',26,62,'Locatario','CLT',8,4350.00,524983.00,1045807.00,362817.00,107727.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',92,62,'Locatario','CLT',30,1818.00,0.00,49413.00,17471.00,-52447.00,1,531.04,21,31150.82,1
'41 a 60',0,'Solteiro','Sem Escolaridade',22,44,'Locatario','CLT',30,1754.00,0.00,47841.00,9639.00,4423.00,1,68381.32,56,628511.06,1
